policy_renewal_number,policy_premium_band,customer_age,location_code,location_score,market_segment,policy_type,payment_frequency,customer_education_level,customer_occupation_sector,policy_category_two,policy_cover_level,customer_email_verified,payment_method,is_joint_policy,policy_excess,customer_home_ownership,customer_credit_one,customer_credit_two,customer_credit_three,customer_salary_band,customer_age_scaled,customer_gender,additional_customer_flag,policy_item_category,claim_flag
12,1,53,5,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,2,0,10,0
4,0,45,17,187,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,38,2,0,9,0
10,2,56,5,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,0,0,11,0
10,2,58,4,431,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,60,2,0,1,0
0,1,49,15,262,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,45,0,0,15,0
6,1,47,6,225,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,41,0,0,12,0
1,5,45,1,187,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,38,2,0,10,0
2,0,54,20,356,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,53,0,0,7,0
3,3,42,3,131,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,33,2,0,10,0
1,0,45,13,187,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,38,1,0,0,0
6,2,39,17,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,2,0,13,0
11,1,64,20,543,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,71,2,1,8,1
0,1,45,17,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,5,0
4,1,43,20,150,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,34,0,0,15,0
4,0,39,11,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,0,0,6,0
4,3,37,11,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,6,0
11,2,37,4,37,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,24,0,1,5,1
1,0,40,20,93,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,29,2,0,15,0
5,4,36,20,18,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,22,2,0,5,0
5,1,54,20,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,0,0,13,0
6,0,49,16,262,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,45,2,0,2,0
9,0,48,15,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,2,1
11,2,54,5,356,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,53,2,0,2,1
3,2,40,20,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,1,0
4,0,36,17,18,4,8,1,9,6,2,6,,1,0,700,0,452,802,536,0,22,2,0,7,0
10,2,62,20,506,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,67,2,0,12,0
11,1,50,20,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,0,0,15,0
10,1,62,3,506,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,67,2,0,0,0
2,1,53,20,337,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,52,2,0,6,0
11,1,36,5,18,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,22,2,0,7,0
5,0,36,15,18,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,22,0,0,6,0
2,3,40,15,93,4,6,0,9,1,0,2,,1,0,1200,3,452,832,656,5,29,0,0,3,0
1,2,39,4,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,4,0
9,2,41,17,112,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,31,0,0,5,0
8,1,43,20,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,1,0,15,0
0,1,38,15,56,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,26,0,0,9,0
10,2,45,11,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,15,0
8,0,41,21,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,3,0
3,0,41,7,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,3,0,4,0
0,3,46,4,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,2,0,1,0
6,3,44,1,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,3,1,5,1
7,0,53,15,337,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,52,2,0,8,0
11,2,45,11,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,2,0,12,0
3,1,53,20,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,0,0,13,0
8,1,60,9,468,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,64,1,0,8,0
5,1,47,16,225,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,41,3,0,2,0
12,3,36,19,18,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,22,0,0,14,0
5,1,45,20,187,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,38,2,0,9,0
8,0,51,11,300,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,48,3,0,13,0
12,3,62,20,506,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,67,2,0,8,0
8,1,54,17,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,2,0,9,0
2,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,8,0
0,2,45,17,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,7,0
9,0,47,11,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,3,0,5,1
1,2,47,20,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,0,5,0
2,1,36,20,18,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,22,0,0,8,0
11,2,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,5,0
0,0,35,1,0,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,21,2,0,15,0
2,1,44,17,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,4,0
8,0,49,15,262,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,45,0,0,0,0
2,0,49,0,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,0,0,3,0
10,1,45,20,187,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,38,2,0,13,0
5,1,46,20,206,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,39,2,0,4,0
1,0,50,11,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,2,0,2,0
10,2,58,2,431,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,60,0,0,7,0
2,1,44,17,168,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,36,2,0,3,0
12,0,61,20,487,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,65,0,0,3,0
7,0,40,15,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,0,0
11,0,47,0,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,0,4,0
10,2,56,20,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,0,0,3,0
11,3,36,3,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,2,0,3,0
0,0,45,17,187,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,38,3,0,10,0
2,0,56,15,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,0,1,5,1
3,0,46,21,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,2,0,12,0
5,2,54,14,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,3,0,14,0
5,1,47,21,225,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,41,2,0,6,0
7,3,50,11,281,4,8,1,1,6,2,6,,1,0,700,3,452,802,536,0,46,0,0,10,0
8,0,55,20,375,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,55,3,1,2,1
2,0,40,11,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,9,0
10,2,52,20,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,3,0,10,0
11,0,45,15,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,8,0
1,1,36,20,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,1,0,15,0
1,0,37,11,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,6,0
3,0,43,7,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,5,0
0,0,40,1,93,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,29,2,0,4,0
0,4,38,20,56,4,8,1,9,6,2,6,,1,0,700,3,452,802,536,0,26,2,0,9,0
6,0,55,1,375,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,55,0,0,12,0
11,1,54,20,356,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,53,0,0,12,0
12,2,44,20,168,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,36,3,1,8,1
10,1,51,4,300,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,48,2,0,9,0
11,3,45,4,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,10,0
0,0,52,15,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,1,0,8,1
2,2,40,15,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,6,0
5,1,38,19,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,2,0,2,1
11,1,39,11,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,0,0,0,0
10,0,60,17,468,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,64,0,0,12,0
7,2,40,4,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,6,0
3,0,38,5,56,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,26,0,0,11,0
6,0,45,13,187,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,38,1,0,1,0
11,0,38,1,56,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,26,2,0,14,0
0,0,47,1,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,6,0
12,0,52,11,318,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,50,0,0,14,0
7,0,42,11,131,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,33,0,0,0,0
11,4,40,17,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,3,0
8,0,49,20,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,0,0,13,0
4,0,55,1,375,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,55,2,0,14,0
5,3,37,18,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,2,0,14,0
10,2,57,5,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,0,0,11,0
2,0,51,21,300,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,48,0,0,12,0
2,2,49,11,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,8,0
1,0,50,17,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,0,0,0,0
12,1,45,18,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,8,0
1,0,40,9,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,8,0
3,0,48,17,243,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,43,2,1,5,1
7,1,56,17,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,0,0,13,0
9,0,41,17,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,15,0
10,0,44,0,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,1,0,0,0
2,2,44,20,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,1,0,7,0
1,0,53,21,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,2,0,15,0
4,1,53,2,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,0,0,9,0
5,0,47,10,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,2,0,0,0
11,1,47,20,225,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,41,3,0,9,0
5,0,37,16,37,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,24,2,0,13,0
0,3,40,15,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,2,0,0,0
2,2,56,3,393,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,57,0,0,13,0
10,1,52,5,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,15,0
10,0,64,20,543,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,71,0,0,7,0
11,0,41,15,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,3,0,13,0
1,0,44,1,168,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,36,2,0,15,0
12,1,45,17,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,1,8,1
9,3,64,20,543,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,71,2,0,12,0
5,1,48,1,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,9,0
3,2,44,20,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,4,0
6,0,36,15,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,2,1
12,2,42,3,131,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,33,0,0,9,0
0,0,45,8,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,10,0
0,2,47,19,225,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,6,0
4,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,4,0
10,3,46,20,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,0,0,5,1
8,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,6,0
0,0,60,15,468,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,64,2,0,0,0
5,0,50,11,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,0,0,1,0
6,2,45,21,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,2,0,12,0
6,0,47,11,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,0,1,0
8,0,41,17,112,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,31,2,0,3,0
12,1,50,11,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,2,0,10,0
9,2,46,20,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,15,0
6,0,46,4,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,2,0,1,0
8,3,35,20,0,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,21,0,0,1,0
0,0,38,15,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,2,0,4,0
8,3,45,1,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,8,0
0,1,49,11,262,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,45,2,0,10,0
4,0,37,20,37,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,2,0
10,2,51,20,300,4,8,1,9,6,2,6,,1,0,700,0,452,802,536,0,48,2,0,6,0
7,0,45,15,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,1,0
9,0,47,17,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,2,0,10,0
10,2,36,20,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,0,2,1
11,3,46,5,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,0,0,3,0
5,0,44,15,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,1,0
1,3,45,20,187,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,38,0,0,10,0
11,1,35,20,0,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,21,2,0,10,0
1,0,40,0,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,0,0
10,2,51,20,300,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,48,1,0,14,0
7,0,35,11,0,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,21,2,0,11,0
10,0,54,4,356,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,53,0,0,8,0
0,0,36,18,18,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,22,2,0,10,0
11,2,35,20,0,5,10,0,8,5,7,2,,1,0,1250,3,456,654,0,4,21,2,0,5,0
12,2,50,4,281,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,46,0,0,4,0
1,1,41,18,112,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,31,2,0,6,0
3,2,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,13,0
3,3,49,4,262,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,45,0,0,4,0
2,0,45,20,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,3,0
1,2,40,17,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,0,0,7,0
0,2,44,4,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,1,0
0,1,42,17,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,3,0,4,0
5,0,38,1,56,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,26,0,0,15,0
12,1,44,5,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,1,0,1,0
2,0,49,15,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,14,0
2,0,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,10,0
10,2,40,5,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,0,0,2,0
1,0,55,11,375,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,55,2,0,11,0
3,2,35,20,0,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,21,2,0,9,0
4,0,35,15,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,7,0
0,1,39,17,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,8,0
10,1,48,19,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,0,0,0,0
1,3,39,11,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,7,0
5,2,40,0,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,0,0,2,0
2,0,37,20,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,0,0,6,0
1,2,44,11,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,6,0
7,3,39,18,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,6,0
0,0,47,17,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,1,0
8,0,51,20,300,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,48,0,0,1,0
6,3,42,0,131,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,33,2,0,3,0
10,0,35,20,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,0,0,4,0
10,2,43,20,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,0,1,0
10,2,58,5,431,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,60,0,0,8,0
3,0,41,21,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,0,0
10,2,55,20,375,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,55,2,0,15,0
11,5,39,11,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,5,0
5,0,38,17,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,2,0,10,0
6,0,57,15,412,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,58,2,0,14,0
8,1,43,19,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,1,0,9,0
1,0,45,21,187,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,38,2,0,14,0
6,0,40,1,93,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,29,2,1,13,0
2,0,44,17,168,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,36,0,0,6,0
9,1,43,20,150,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,0,13,0
8,2,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,2,0
0,1,41,15,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,0,0,6,0
6,2,40,4,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,0,0,10,0
2,1,47,20,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,6,0
11,0,50,20,281,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,46,3,0,2,0
11,1,44,5,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,3,0,6,0
0,0,37,11,37,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,24,2,0,5,0
10,0,39,1,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,10,0
7,1,48,20,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,3,0
3,0,37,5,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,0,0,13,0
6,0,48,17,243,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,43,2,0,11,0
1,0,48,1,243,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,43,2,0,15,0
11,0,47,4,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,1,0
7,0,61,5,487,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,65,0,0,8,0
6,1,50,1,281,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,46,0,0,15,0
10,0,57,18,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,2,0,15,0
11,3,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,2,1
7,1,37,5,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,2,0,0,0
6,1,38,5,56,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,26,2,0,13,0
11,2,37,5,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,0,0,3,0
11,0,46,20,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,0,0,14,0
0,4,43,4,150,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,34,2,0,1,0
7,0,51,11,300,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,48,0,0,10,0
10,1,60,20,468,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,64,2,0,9,0
4,1,37,21,37,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,24,0,0,7,0
5,0,47,19,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,3,0
1,0,61,17,487,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,65,0,0,12,0
11,1,48,4,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,1,0
0,2,47,3,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,6,0
5,0,55,0,375,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,55,2,0,3,0
7,0,52,6,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,15,0
3,2,44,20,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,15,0
7,0,51,3,300,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,48,2,0,9,0
12,0,39,5,75,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,27,2,0,1,0
9,0,40,1,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,12,0
10,2,56,5,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,2,0,14,0
6,0,44,11,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,2,1
2,2,43,15,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,0,0,7,0
0,0,50,11,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,2,0,11,0
1,2,37,11,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,0,0,14,0
5,0,39,11,75,5,10,0,8,5,7,2,,1,0,1250,3,456,654,0,4,27,0,0,5,0
12,1,50,4,281,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,46,2,0,0,0
3,3,39,1,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,10,0
10,2,42,5,131,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,33,2,0,0,0
1,1,44,5,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,3,0
10,2,42,11,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,0,0,3,0
0,0,53,17,337,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,52,0,0,15,0
11,2,43,20,150,5,2,1,9,7,8,2,,0,0,700,2,455,999,910,5,34,0,0,1,0
10,0,44,17,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,3,0
2,2,47,17,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,2,0,9,0
5,0,56,20,393,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,57,2,0,1,0
6,0,36,15,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,0,1,8,1
0,0,51,20,300,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,48,0,0,12,0
3,0,52,11,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,12,0
10,2,48,4,243,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,43,2,0,12,0
12,0,48,20,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,12,0
3,1,40,20,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,11,0
10,1,51,17,300,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,48,2,0,12,0
3,0,63,17,525,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,69,1,0,15,0
10,1,47,20,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,6,0
5,0,52,20,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,2,0,13,0
10,1,45,20,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,11,0
